# Duck and weave
#
0, 132, 134
0, 137, 125
0, 142, 116
0, 148, 107
0, 154, 98
0, 161, 90
0, 169, 83
0, 178, 77
0, 187, 72
0, 197, 68
0, 207, 64
0, 217, 62
0, 227, 61
0, 237, 60
0, 248, 60
0, 258, 61
0, 268, 64
0, 278, 66
0, 288, 69
0, 297, 75
0, 306, 81
0, 315, 86
0, 324, 91
0, 331, 99
0, 336, 108
0, 342, 117
1, 347, 135
0, 350, 217
0, 346, 222
0, 341, 230
0, 335, 235
0, 328, 242
0, 322, 249
0, 314, 255
0, 305, 260
0, 295, 265
0, 286, 270
0, 276, 275
0, 266, 280
0, 256, 280
0, 245, 280
0, 234, 283
0, 223, 283
0, 212, 283
0, 201, 280
0, 191, 275
0, 182, 270
0, 173, 265
0, 164, 260
0, 157, 255
0, 150, 247
0, 143, 237
0, 141, 230
1, 136, 220
1, 240, 165
