# Pummel
#
0, 113, 64
0, 116, 74
0, 116, 85
0, 118, 96
0, 119, 106
0, 120, 116
0, 123, 126
0, 125, 136
0, 128, 146
0, 129, 156
0, 130, 166
0, 134, 176
0, 134, 187
0, 135, 197
0, 136, 208
0, 137, 218
0, 140, 228
0, 142, 238
0, 142, 249
0, 146, 259
1, 148, 269
0, 195, 52
0, 198, 62
0, 197, 72
0, 197, 83
0, 197, 94
0, 198, 104
0, 198, 115
0, 199, 125
0, 198, 135
0, 198, 146
0, 200, 156
0, 200, 167
0, 199, 177
0, 199, 188
0, 200, 198
0, 201, 208
0, 201, 219
0, 201, 230
0, 202, 240
0, 201, 251
1, 200, 261
0, 280, 43
0, 279, 53
0, 279, 64
0, 277, 74
0, 277, 85
0, 276, 95
0, 275, 105
0, 274, 115
0, 272, 125
0, 272, 136
0, 272, 147
0, 272, 158
0, 270, 168
0, 269, 178
0, 269, 189
0, 269, 200
0, 268, 210
0, 266, 220
0, 265, 230
1, 264, 240
0, 368, 57
0, 365, 67
0, 364, 77
0, 362, 87
0, 360, 97
0, 357, 107
0, 353, 117
0, 350, 127
0, 348, 138
0, 346, 148
0, 345, 158
0, 343, 168
0, 339, 178
0, 336, 188
0, 333, 198
0, 331, 208
0, 331, 219
0, 328, 229
0, 325, 239
0, 323, 249
0, 321, 259
