# The ol' One Two
#
0, 254, 180
0, 261, 188
0, 269, 195
0, 277, 201
0, 285, 209
0, 292, 215
0, 301, 220
0, 311, 227
0, 320, 227
0, 329, 230
0, 339, 230
0, 349, 230
0, 359, 230
0, 369, 229
0, 379, 228
0, 389, 220
0, 398, 215
0, 406, 210
0, 412, 205
0, 415, 200
0, 419, 190
0, 421, 180
0, 421, 169
0, 420, 159
0, 417, 149
0, 415, 139
0, 412, 129
0, 406, 120
0, 399, 111
0, 391, 104
0, 382, 99
0, 372, 96
0, 362, 94
0, 351, 94
0, 340, 94
0, 330, 96
0, 321, 101
0, 311, 105
0, 302, 111
0, 293, 117
0, 285, 124
0, 276, 129
0, 267, 135
0, 260, 143
0, 255, 152
0, 250, 155
0, 245, 160
0, 241, 165
0, 233, 171
0, 225, 177
0, 217, 185
0, 208, 192
0, 198, 200
0, 188, 206
0, 181, 212
0, 172, 215
0, 162, 217
0, 152, 219
0, 142, 221
0, 132, 221
0, 122, 221
0, 111, 220
0, 101, 218
0, 91, 216
0, 81, 215
0, 73, 212
0, 68, 210
0, 63, 196
0, 58, 186
0, 58, 175
0, 56, 165
0, 57, 155
0, 60, 145
0, 60, 134
0, 67, 126
0, 75, 119
0, 82, 111
0, 92, 107
0, 102, 104
0, 112, 102
0, 123, 102
0, 133, 104
0, 143, 106
0, 153, 108
0, 163, 110
0, 173, 113
0, 183, 118
0, 193, 122
0, 201, 129
0, 204, 131
