# Mastery of the Blade
#
0, 66, 170
0, 76, 166
0, 85, 160
0, 94, 154
0, 101, 146
0, 110, 141
0, 119, 135
0, 128, 128
0, 136, 121
0, 145, 115
0, 153, 108
0, 161, 100
0, 170, 95
0, 178, 88
0, 188, 84
0, 197, 79
0, 205, 72
0, 214, 66
0, 222, 58
0, 231, 53
0, 240, 48
0, 249, 53
0, 258, 59
0, 267, 65
0, 276, 70
0, 285, 76
0, 294, 82
0, 303, 88
0, 312, 94
0, 320, 101
0, 328, 108
0, 336, 115
0, 345, 120
0, 354, 126
0, 364, 132
0, 373, 139
0, 382, 145
0, 389, 153
0, 396, 161
0, 404, 168
0, 400, 173
0, 395, 178
0, 390, 183
0, 380, 189
0, 371, 195
0, 362, 200
0, 353, 210
0, 344, 215
0, 336, 219
0, 328, 224
0, 320, 229
0, 312, 233
0, 303, 237
0, 293, 242
0, 285, 247
0, 276, 252
0, 268, 258
0, 259, 264
0, 251, 270
0, 242, 275
0, 232, 275
0, 213, 270
0, 204, 264
0, 194, 258
0, 186, 252
0, 180, 245
0, 171, 239
0, 161, 233
0, 150, 227
0, 141, 221
0, 136, 215
0, 128, 210
0, 119, 204
0, 110, 198
0, 101, 191
0, 93, 184
0, 84, 178
0, 71, 169
