# Swing
#
0, 137, 194
0, 138, 184
0, 144, 175
0, 147, 165
0, 151, 155
0, 157, 146
0, 166, 140
0, 174, 133
0, 181, 125
0, 190, 120
0, 200, 116
0, 210, 112
0, 220, 109
0, 230, 106
0, 240, 105
0, 250, 106
0, 260, 108
0, 271, 110
0, 281, 113
0, 291, 117
0, 299, 124
0, 308, 130
0, 316, 137
0, 324, 144
0, 329, 153
0, 334, 162
0, 339, 171
0, 342, 181
0, 347, 190
1, 350, 201
0, 350, 250
0, 347, 240
0, 345, 230
0, 340, 221
0, 333, 212
0, 326, 202
0, 322, 192
0, 316, 183
0, 308, 176
0, 299, 171
0, 290, 165
0, 280, 161
0, 271, 156
0, 261, 153
0, 251, 152
0, 240, 152
0, 229, 153
0, 219, 154
0, 209, 156
0, 199, 160
0, 190, 165
0, 181, 171
0, 172, 176
0, 164, 184
0, 158, 193
0, 153, 202
0, 148, 211
0, 141, 219
0, 136, 228
0, 134, 241
