# Hi Duke In
#
2, 53, 170
0, 116, 140
0, 124, 132
0, 133, 128
0, 143, 123
0, 152, 118
0, 161, 114
0, 170, 110
0, 180, 106
0, 190, 102
0, 199, 98
0, 208, 94
0, 218, 90
0, 227, 86
0, 236, 82
0, 245, 77
0, 254, 71
0, 263, 66
1, 276, 60
2, 140, 209
0, 197, 180
0, 213, 171
0, 222, 165
0, 231, 160
0, 241, 155
0, 250, 150
0, 259, 145
0, 269, 141
0, 278, 137
0, 287, 133
0, 296, 129
0, 305, 125
0, 314, 120
0, 323, 116
0, 334, 110
0, 344, 106
0, 353, 100
1, 365, 95
2, 228, 248
0, 290, 221
0, 309, 212
0, 318, 207
0, 328, 202
0, 337, 197
0, 346, 193
0, 355, 188
0, 365, 181
0, 373, 178
0, 383, 172
0, 392, 168
0, 402, 164
0, 412, 160
0, 421, 156
0, 431, 152
0, 440, 148
0, 456, 138
