# Headshot
#
0, 175, 260
0, 166, 255
0, 156, 250
0, 148, 245
0, 139, 240
0, 132, 235
0, 124, 230
0, 118, 225
0, 112, 220
0, 107, 215
0, 104, 205
0, 102, 195
0, 99, 185
0, 98, 175
0, 101, 165
0, 102, 154
0, 106, 144
0, 110, 134
0, 112, 124
0, 119, 115
0, 126, 107
0, 133, 99
0, 141, 92
0, 150, 86
0, 159, 81
1, 175, 77
0, 307, 75
0, 317, 77
0, 327, 81
0, 336, 88
0, 343, 96
0, 352, 103
0, 358, 112
0, 363, 121
0, 369, 130
0, 373, 140
0, 376, 150
0, 377, 160
0, 375, 170
0, 373, 180
0, 370, 190
0, 368, 201
0, 364, 210
0, 360, 220
0, 356, 229
0, 352, 237
0, 344, 244
0, 337, 248
0, 330, 254
0, 316, 259
1, 299, 263
1, 241, 165
