# Flail wildly
#
0, 153, 75
0, 163, 78
0, 172, 83
0, 182, 86
0, 192, 89
0, 202, 93
0, 212, 96
0, 223, 100
0, 233, 104
0, 243, 108
0, 253, 113
0, 264, 118
0, 274, 120
0, 284, 123
0, 294, 126
0, 303, 131
0, 313, 135
0, 323, 139
0, 316, 147
0, 306, 151
0, 296, 154
0, 286, 158
0, 277, 162
0, 267, 165
0, 257, 169
0, 247, 172
0, 237, 175
0, 227, 179
0, 217, 182
0, 207, 184
0, 197, 187
0, 187, 190
0, 177, 193
0, 168, 199
0, 158, 203
0, 165, 207
0, 175, 210
0, 185, 215
0, 194, 219
0, 204, 224
0, 214, 229
0, 224, 232
0, 235, 236
0, 245, 239
0, 255, 243
0, 265, 248
0, 275, 252
0, 285, 256
0, 295, 260
0, 305, 265
0, 323, 270
